order_id,orderrad_id,orderdatum,leveransdatum,produkt_sku,produktnamn,kategori,antal,pris_per_enhet,region,kundtyp,betalmetod,kund_id,leveransstatus,recension_text,recensionsdatum,betyg,orderdatum_raw,leveransdatum_raw,antal_raw,pris_per_enhet_raw,has_review,invalid_order_date,invalid_delivery_date,invalid_quantity,invalid_price,invalid_lead_time,revenue,lead_time_days,order_weekday,order_month,sentiment_bert
ORD-2024-00910,ORD-2024-00910-1,2024-04-28,2024-05-01,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1.0,699.0,Stockholm,Privat,Faktura,KND-73528,Levererad,Bra pris och hög kvalitet. Nöjd kund!,2024-05-07,5.0,2024-04-28,2024-05-01,1,699.00,True,False,False,False,False,False,699.0,3,Sunday,4,Positive
ORD-2024-00911,ORD-2024-00911-1,2024-10-31,2024-11-04,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1.0,1299.0,Linköping,Privat,Swish,KND-48587,Retur,"Den funkar. Inte mer, inte mindre.",2024-11-07,3.0,2024-10-31,2024-11-04,1,1299.00,True,False,False,False,False,False,1299.0,4,Thursday,10,Neutral
ORD-2024-00912,ORD-2024-00912-1,2024-12-12,2024-12-15,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1.0,699.0,Göteborg,Företag,Kort,KND-46709,Levererad,,,,2024-12-12,2024-12-15,1,699.00,False,False,False,False,False,False,699.0,3,Thursday,12,
ORD-2024-00913,ORD-2024-00913-1,2024-01-15,2024-01-17,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,Sthlm,Privat,Swish,KND-95294,Levererad,,,,2024-01-15,2024-01-17,1,549.00,False,False,False,False,False,False,549.0,2,Monday,1,
ORD-2024-00914,ORD-2024-00914-1,2024-05-16,2024-05-18,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1.0,1299.0,Göteborg,Privat,Kort,KND-24583,Levererad,,,,2024-05-16,2024-05-18,1,1299.00,False,False,False,False,False,False,1299.0,2,Thursday,5,
ORD-2024-00915,ORD-2024-00915-1,2024-08-08,2024-08-11,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Göteborg,Privat,Kort,KND-66144,Levererad,"Fungerar utmärkt, inga problem alls.",2024-08-14,4.0,2024-08-08,2024-08-11,1,2499.00,True,False,False,False,False,False,2499.0,3,Thursday,8,Positive
ORD-2024-00916,ORD-2024-00916-2,2024-10-19,2024-10-22,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,Uppsala,Privat,Swish,KND-27367,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,,4.0,2024-10-19,2024-10-22,1,549.00,True,False,False,False,False,False,549.0,3,Saturday,10,Positive
ORD-2024-00916,ORD-2024-00916-3,2024-10-19,2024-10-22,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Uppsala,Privat,,KND-27367,Levererad,,,,2024-10-19,2024-10-22,1,399.00,False,False,False,False,False,False,399.0,3,Saturday,10,
ORD-2024-00917,ORD-2024-00917-1,2024-08-23,2024-08-26,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Stockholm,Privat,Faktura,KND-73979,Under Transport,,,,2024-08-23,2024-08-26,1,399.00,False,False,False,False,False,False,399.0,3,Friday,8,
ORD-2024-00918,ORD-2024-00918-1,2024-10-12,2024-10-14,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,,Privat,Swish,KND-70134,Levererad,,,,2024-10-12,2024-10-14,1,549.00,False,False,False,False,False,False,549.0,2,Saturday,10,
ORD-2024-00918,ORD-2024-00918-2,2024-10-12,2024-10-14,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,2.0,599.0,Malmö,Privat,Swish,KND-70134,Levererad,Medelmåttig upplevelse.,2024-10-28,3.0,2024-10-12,2024-10-14,2,599.00,True,False,False,False,False,False,1198.0,2,Saturday,10,Positive
ORD-2024-00919,ORD-2024-00919-1,2024-04-28,2024-05-01,SKU-LP003,Laptop Gaming X,Datorer,1.0,18999.0,Stockholm,Privat,Kort,KND-89576,Levererad,,,,2024-04-28,2024-05-01,1,18999.00,False,False,False,False,False,False,18999.0,3,Sunday,4,
ORD-2024-00919,ORD-2024-00919-2,2024-04-28,2024-05-01,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1.0,599.0,Stockholm,Privat,Kort,KND-89576,Levererad,"Leveransen tog lite längre än utlovat, men produkten är ok.",2024-05-11,3.0,2024-04-28,2024-05-01,1,599.00,True,False,False,False,False,False,599.0,3,Sunday,4,Neutral
ORD-2024-00920,ORD-2024-00920-1,2024-04-05,2024-04-07,SKU-WC001,Webbkamera HD,Tillbehör,1.0,799.0,Stockholm,Privat,,KND-87967,Levererad,,,,2024-04-05,2024-04-07,1,799.00,False,False,False,False,False,False,799.0,2,Friday,4,
ORD-2024-00920,ORD-2024-00920-2,2024-04-05,2024-04-07,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Stockholm,Privat,Swish,KND-87967,Levererad,"Smidigt att beställa, produkten kom snabbt och fungerar perfekt.",2024-04-14,4.0,2024-04-05,2024-04-07,1,399.00,True,False,False,False,False,False,399.0,2,Friday,4,Positive
ORD-2024-00921,ORD-2024-00921-1,2024-12-16,2024-12-18,SKU-LP001,Laptop Pro 15,Datorer,1.0,14999.0,Stockholm,Privat,Swish,KND-46517,Levererad,Riktigt nöjd! Använder den dagligen.,2024-12-22,5.0,2024-12-16,2024-12-18,1,14999.00,True,False,False,False,False,False,14999.0,2,Monday,12,Positive
ORD-2024-00922,ORD-2024-00922-1,2024-08-06,2024-08-09,SKU-WC001,Webbkamera HD,Tillbehör,2.0,799.0,Stockholm,Privat,Faktura,KND-87322,Levererad,Helt underbar kvalitet för pengarna.,2024-08-20,4.0,2024-08-06,2024-08-09,2,799.00,True,False,False,False,False,False,1598.0,3,Tuesday,8,Negative
ORD-2024-00846,ORD-2024-00846-3,2024-11-30,2024-12-03,SKU-LP002,Laptop Budget 14,Datorer,2.0,7999.0,Göteborg,B2B,Faktura,KND-83922,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-12-12,5.0,2024-11-30,2024-12-03,2,7999 kr,True,False,False,False,False,False,15998.0,3,Saturday,11,Positive
ORD-2024-00846,ORD-2024-00846-3,2024-11-30,2024-12-03,SKU-LP002,Laptop Budget 14,Datorer,2.0,7999.0,Göteborg,B2B,Faktura,KND-83922,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-12-12,5.0,2024-11-30,2024-12-03,2,7999 kr,True,False,False,False,False,False,15998.0,3,Saturday,11,Positive
ORD-2024-01214,ORD-2024-01214-3,2024-03-15,2024-03-18,SKU-HS001,Headset Pro ANC,Ljud,3.0,1899.0,Göteborg,Företag,Faktura,KND-18692,Levererad,Inte alls nöjd. Kommer inte handla här igen.,2024-03-30,2.0,2024-03-15,2024-03-18,3,1899.00,True,False,False,False,False,False,5697.0,3,Friday,3,Negative
ORD-2024-01214,ORD-2024-01214-3,2024-03-15,2024-03-18,SKU-HS001,Headset Pro ANC,Ljud,3.0,1899.0,Göteborg,Företag,Faktura,KND-18692,Levererad,Inte alls nöjd. Kommer inte handla här igen.,2024-03-30,2.0,2024-03-15,2024-03-18,3,1899.00,True,False,False,False,False,False,5697.0,3,Friday,3,Negative
ORD-2024-00923,ORD-2024-00923-1,2024-11-14,2024-11-17,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Malmö,Företag,Faktura,KND-26407,Under Transport,,,,2024-11-14,2024-11-17,1,399.00,False,False,False,False,False,False,399.0,3,Thursday,11,
ORD-2024-00923,ORD-2024-00923-2,2024-11-14,2024-11-17,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1.0,1299.0,Malmö,Företag,Faktura,KND-26407,Under Transport,,,,2024-11-14,2024-11-17,1,1299.00,False,False,False,False,False,False,1299.0,3,Thursday,11,
ORD-2024-00924,ORD-2024-00924-1,2024-02-22,2024-02-25,SKU-SD002,Extern SSD 500GB,Lagring,2.0,699.0,Stockholm,Privat,Swish,KND-69077,Levererad,"Leverans på två dagar, imponerad!",2024-03-10,5.0,2024-02-22,2024-02-25,2,699.00,True,False,False,False,False,False,1398.0,3,Thursday,2,Positive
ORD-2024-00927,ORD-2024-00927-1,2024-08-07,2024-08-09,SKU-LP002,Laptop Budget 14,Datorer,2.0,7999.0,Stockholm,Privat,Visa,KND-32027,Levererad,Toppen! Exakt vad jag behövde.,2024-08-11,4.0,2024-08-07,2024-08-09,2,7999.00,True,False,False,False,False,False,15998.0,2,Wednesday,8,Positive
ORD-2024-00929,ORD-2024-00929-1,2024-01-04,2024-01-07,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,Malmö,Privat,,KND-80627,Levererad,,,,2024-01-04,2024-01-07,1,549.00,False,False,False,False,False,False,549.0,3,Thursday,1,
ORD-2024-00930,ORD-2024-00930-1,2024-02-11,2024-02-13,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Sthlm,Företag,Faktura,KND-81494,Levererad,"Fungerar utmärkt, inga problem alls.",2024-02-22,4.0,2024-02-11,2024-02-13,1,2499.00,True,False,False,False,False,False,2499.0,2,Sunday,2,Positive
ORD-2024-00930,ORD-2024-00930-2,2024-02-11,2024-02-13,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,3.0,1299.0,Stockholm,Företag,Faktura,KND-81494,Levererad,,,,2024-02-11,2024-02-13,3,1299.00,False,False,False,False,False,False,3897.0,2,Sunday,2,
ORD-2024-00930,ORD-2024-00930-3,2024-02-11,2024-02-13,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,5.0,4999.0,Stockholm,Företag,Faktura,KND-81494,Levererad,Kan varmt rekommendera denna produkt.,,5.0,2024-02-11,2024-02-13,5,4999.00,True,False,False,False,False,False,24995.0,2,Sunday,2,Positive
ORD-2024-00930,ORD-2024-00930-4,2024-02-11,2024-02-13,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1.0,4999.0,Stockholm,Företag,Faktura,KND-81494,Levererad,,,,2024-02-11,2024-02-13,1,4999.00,False,False,False,False,False,False,4999.0,2,Sunday,2,
ORD-2024-00931,ORD-2024-00931-1,2024-09-02,2024-09-08,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1.0,5999.0,Norrland,Privat,Kort,KND-94213,Levererad,,,,2024-09-02,2024-09-08,1,5999.00,False,False,False,False,False,False,5999.0,6,Monday,9,
ORD-2024-00933,ORD-2024-00933-1,2024-11-07,2024-11-10,SKU-SD002,Extern SSD 500GB,Lagring,1.0,699.0,Örebro,Privat,Swish,KND-15155,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-11-13,5.0,2024-11-07,2024-11-10,1,699.00,True,False,False,False,False,False,699.0,3,Thursday,11,Positive
ORD-2024-00338,ORD-2024-00338-1,2024-10-11,2024-10-14,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,,Firma,Faktura,KND-64318,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-10-24,4.0,2024-10-11,2024-10-14,1,549 kr,True,False,False,False,False,False,549.0,3,Friday,10,Positive
ORD-2024-00338,ORD-2024-00338-1,2024-10-11,2024-10-14,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,,Firma,Faktura,KND-64318,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-10-24,4.0,2024-10-11,2024-10-14,1,549 kr,True,False,False,False,False,False,549.0,3,Friday,10,Positive
ORD-2024-00338,ORD-2024-00338-1,2024-10-11,2024-10-14,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,,Firma,Faktura,KND-64318,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-10-24,4.0,2024-10-11,2024-10-14,1,549 kr,True,False,False,False,False,False,549.0,3,Friday,10,Positive
ORD-2024-00933,ORD-2024-00933-3,2024-11-07,2024-11-10,SKU-WC001,Webbkamera HD,Tillbehör,1.0,799.0,Örebro,Privat,Swish,KND-15155,Levererad,,,,2024-11-07,2024-11-10,1,799.00,False,False,False,False,False,False,799.0,3,Thursday,11,
ORD-2024-00934,ORD-2024-00934-2,2024-11-10,2024-11-12,SKU-SP001,Bluetooth-högtalare,Ljud,5.0,899.0,Stockholm,Företag,Faktura,KND-32986,Levererad,,,,2024-11-10,2024-11-12,5,899.00,False,False,False,False,False,False,4495.0,2,Sunday,11,
ORD-2024-00934,ORD-2024-00934-3,2024-11-10,2024-11-12,SKU-MS001,Trådlös Mus X1,Tillbehör,5.0,399.0,Stockholm,Företag,Faktura,KND-32986,Levererad,,,,2024-11-10,2024-11-12,5,"399,00",False,False,False,False,False,False,1995.0,2,Sunday,11,
ORD-2024-00935,ORD-2024-00935-1,2024-12-16,2024-12-19,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1.0,599.0,Stockholm,Privat,Kort,KND-73469,Levererad,,,,2024-12-16,2024-12-19,1,599.00,False,False,False,False,False,False,599.0,3,Monday,12,
ORD-2024-00936,ORD-2024-00936-1,2024-09-16,2024-09-19,SKU-SD002,Extern SSD 500GB,Lagring,1.0,699.0,Örebro,Privat,Kort,KND-97275,Mottagen,Väntade i över en vecka på leveransen. Oacceptabelt.,2024-10-02,2.0,2024-09-16,2024-09-19,1,699.00,True,False,False,False,False,False,699.0,3,Monday,9,Negative
ORD-2024-00936,ORD-2024-00936-2,2024-09-16,2024-09-19,SKU-HS002,Headset Budget,Ljud,1.0,499.0,Örebro,Privat,Kort,KND-97275,,,,,2024-09-16,2024-09-19,1,499.00,False,False,False,False,False,False,499.0,3,Monday,9,
ORD-2024-00936,ORD-2024-00936-3,2024-09-16,2024-09-19,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Örebro,Privat,Kort,KND-97275,Levererad,,,,2024-09-16,2024-09-19,1,2499.00,False,False,False,False,False,False,2499.0,3,Monday,9,
ORD-2024-00937,ORD-2024-00937-1,2024-09-04,2024-09-06,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Göteborg,Privat,Swish,KND-58580,Levererad,"Helt okej, gör vad den ska.",2024-09-16,3.0,2024-09-04,2024-09-06,1,399.00,True,False,False,False,False,False,399.0,2,Wednesday,9,Neutral
ORD-2024-00938,ORD-2024-00938-1,2024-12-22,2024-12-24,SKU-WC001,Webbkamera HD,Tillbehör,2.0,799.0,Stockholm,Företag,Faktura,KND-43432,Levererad,,,,2024-12-22,2024-12-24,2,799.00,False,False,False,False,False,False,1598.0,2,Sunday,12,
ORD-2024-00938,ORD-2024-00938-2,2024-12-22,2024-12-24,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1.0,4999.0,Sthlm,Företag,Faktura,KND-43432,Levererad,Riktigt nöjd! Använder den dagligen.,2025-01-02,4.0,2024-12-22,2024-12-24,1,4999.00,True,False,False,False,False,False,4999.0,2,Sunday,12,Positive
ORD-2024-00938,ORD-2024-00938-3,2024-12-22,2024-12-24,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,3.0,599.0,,Företag,Faktura,KND-43432,Levererad,,,,2024-12-22,2024-12-24,3,599.00,False,False,False,False,False,False,1797.0,2,Sunday,12,
ORD-2024-00938,ORD-2024-00938-4,2024-12-22,2024-12-24,SKU-HS002,Headset Budget,Ljud,1.0,499.0,Stockholm,Företag,Faktura,KND-43432,Levererad,Helt underbar kvalitet för pengarna.,2024-12-25,5.0,2024-12-22,2024-12-24,1,499.00,True,False,False,False,False,False,499.0,2,Sunday,12,Negative
ORD-2024-01134,ORD-2024-01134-3,2024-07-04,2024-07-08,SKU-WC001,Webbkamera HD,Tillbehör,2.0,799.0,Västerås,Privat,Mastercard,KND-34646,,,,,2024-07-04,2024-07-08,2,799.00,False,False,False,False,False,False,1598.0,4,Thursday,7,
ORD-2024-00938,ORD-2024-00938-5,2024-12-22,2024-12-24,SKU-SP001,Bluetooth-högtalare,Ljud,3.0,899.0,Stockholm,Företag,Faktura,KND-43432,Levererad,,,,2024-12-22,2024-12-24,3,899.00,False,False,False,False,False,False,2697.0,2,Sunday,12,
ORD-2024-00939,ORD-2024-00939-1,2024-06-11,2024-06-14,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1.0,4999.0,Sthml,Privat,Kort,KND-17252,Levererad,,,,2024-06-11,2024-06-14,1,4999.00,False,False,False,False,False,False,4999.0,3,Tuesday,6,
ORD-2024-00940,ORD-2024-00940-2,2024-03-30,2024-04-04,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,2.0,5999.0,Norrland,B2C,Kort,KND-82185,Levererad,"Leverans på två dagar, imponerad!",2024-04-17,4.0,2024-03-30,2024-04-04,2,5999.00,True,False,False,False,False,False,11998.0,5,Saturday,3,Positive
ORD-2024-00941,ORD-2024-00941-1,2024-05-19,2024-05-22,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Linköping,Privat,Kort,KND-61347,Levererad,,,,2024-05-19,2024-05-22,1,399.00,False,False,False,False,False,False,399.0,3,Sunday,5,
ORD-2024-00942,ORD-2024-00942-1,2024-01-26,2024-01-29,SKU-SD002,Extern SSD 500GB,Lagring,3.0,699.0,Sthlm,B2B,Kort,KND-72423,Levererad,,,,2024-01-26,2024-01-29,3,699.00,False,False,False,False,False,False,2097.0,3,Friday,1,
ORD-2024-00943,ORD-2024-00943-1,2024-06-21,2024-06-25,SKU-SD001,Extern SSD 1TB,Lagring,10.0,1199.0,Örebro,Företag,Faktura,KND-90198,Under Transport,,,,2024-06-21,2024-06-25,10,1199.00,False,False,False,False,False,False,11990.0,4,Friday,6,
ORD-2024-00943,ORD-2024-00943-2,2024-06-21,2024-06-25,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1.0,699.0,Örebro,Firma,Faktura,KND-90198,Under Transport,,,,2024-06-21,2024-06-25,1,699.00,False,False,False,False,False,False,699.0,4,Friday,6,
ORD-2024-00943,ORD-2024-00943-3,2024-06-21,2024-06-25,SKU-HS001,Headset Pro ANC,Ljud,2.0,1899.0,,Företag,Faktura,KND-90198,Under Transport,,,,2024-06-21,2024-06-25,2,1899.00,False,False,False,False,False,False,3798.0,4,Friday,6,
ORD-2024-00944,ORD-2024-00944-1,2024-01-13,2024-01-16,SKU-LP003,Laptop Gaming X,Datorer,1.0,18999.0,Göteborg,Konsument,Kort,KND-40745,Retur,Fantastisk produkt! Fungerar precis som utlovat.,2024-01-23,5.0,2024-01-13,2024-01-16,1,18999.00,True,False,False,False,False,False,18999.0,3,Saturday,1,Positive
ORD-2024-00945,ORD-2024-00945-1,2024-02-04,2024-02-06,SKU-LP003,Laptop Gaming X,Datorer,1.0,18999.0,Göteborg,Privat,Kort,KND-50350,Levererad,,,,2024-02-04,2024-02-06,1,18999.00,False,False,False,False,False,False,18999.0,2,Sunday,2,
ORD-2024-00945,ORD-2024-00945-3,2024-02-04,2024-02-06,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1.0,5999.0,Göteborg,Privat,Kort,KND-50350,Levererad,"Gör jobbet, men hade kunnat vara bättre.",2024-02-16,3.0,2024-02-04,2024-02-06,1,5999.00,True,False,False,False,False,False,5999.0,2,Sunday,2,Neutral
ORD-2024-00946,ORD-2024-00946-1,2024-11-30,2024-12-02,SKU-LP002,Laptop Budget 14,Datorer,1.0,7999.0,Sthml,B2C,Kort,KND-45650,Under Transport,,,,2024-11-30,2024-12-02,1,7999.00,False,False,False,False,False,False,7999.0,2,Saturday,11,
ORD-2024-00947,ORD-2024-00947-1,2024-11-24,2024-11-27,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,Malmö,Företag,Kort,KND-82412,Levererad,,,,2024-11-24,2024-11-27,1,549.00,False,False,False,False,False,False,549.0,3,Sunday,11,
ORD-2024-00947,ORD-2024-00947-2,2024-11-24,2024-11-27,SKU-SD001,Extern SSD 1TB,Lagring,5.0,1199.0,Malmö,Företag,Kort,KND-82412,Levererad,,,,2024-11-24,2024-11-27,5,1199.00,False,False,False,False,False,False,5995.0,3,Sunday,11,
ORD-2024-00948,ORD-2024-00948-1,2024-03-01,2024-03-04,SKU-HS002,Headset Budget,Ljud,1.0,499.0,Linköping,Privat,Kort,KND-24961,Levererad,Helt underbar kvalitet för pengarna.,,5.0,2024-03-01,2024-03-04,1,499.00,True,False,False,False,False,False,499.0,3,Friday,3,Negative
ORD-2024-00948,ORD-2024-00948-2,2024-03-01,2024-03-04,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,2.0,599.0,Linkoping,B2C,Kort,KND-24961,Levererad,Helt underbar kvalitet för pengarna.,2024-03-14,5.0,2024-03-01,2024-03-04,2,599.00,True,False,False,False,False,False,1198.0,3,Friday,3,Negative
ORD-2024-00950,ORD-2024-00950-1,2024-02-03,2024-02-06,SKU-SD001,Extern SSD 1TB,Lagring,1.0,1199.0,Uppsala,Privat,Swish,KND-73253,Levererad,,,,2024-02-03,2024-02-06,1,1199.00,False,False,False,False,False,False,1199.0,3,Saturday,2,
ORD-2024-00951,ORD-2024-00951-1,2024-12-03,2024-12-05,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1.0,599.0,Göteborg,Privat,Kort,KND-69195,Levererad,Toppen! Exakt vad jag behövde.,2024-12-15,5.0,2024-12-03,2024-12-05,1,599.00,True,False,False,False,False,False,599.0,2,Tuesday,12,Positive
ORD-2024-00952,ORD-2024-00952-2,2024-04-19,2024-04-22,SKU-LP001,Laptop Pro 15,Datorer,3.0,14999.0,Göteborg,Företag,Faktura,KND-65826,Levererad,"Leveransen tog lite längre än utlovat, men produkten är ok.",2024-04-30,3.0,2024-04-19,2024-04-22,3,14999.00,True,False,False,False,False,False,44997.0,3,Friday,4,Neutral
ORD-2024-00952,ORD-2024-00952-3,2024-04-19,2024-04-22,SKU-HS001,Headset Pro ANC,Ljud,1.0,1899.0,,Företag,Faktura,KND-65826,Levererad,Kan varmt rekommendera denna produkt.,2024-04-28,5.0,2024-04-19,2024-04-22,1,1899.00,True,False,False,False,False,False,1899.0,3,Friday,4,Positive
ORD-2024-00952,ORD-2024-00952-5,2024-04-19,2024-04-22,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Göteborg,Företag,Faktura,KND-65826,Levererad,Leveransskada - kartongen var helt demolerad.,2024-04-26,2.0,2024-04-19,2024-04-22,1,2499.00,True,False,False,False,False,False,2499.0,3,Friday,4,Negative
ORD-2024-00953,ORD-2024-00953-1,2024-07-22,2024-07-24,SKU-HS002,Headset Budget,Ljud,1.0,499.0,Stockholm,Privat,Kort,KND-96101,Levererad,Bra pris och hög kvalitet. Nöjd kund!,2024-08-03,4.0,2024-07-22,2024-07-24,1,499.00,True,False,False,False,False,False,499.0,2,Monday,7,Positive
ORD-2024-00954,ORD-2024-00954-1,2024-04-30,2024-05-02,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1.0,599.0,Göteborg,Privat,Swish,KND-41766,Levererad,,,,2024-04-30,2024-05-02,1,599.00,False,False,False,False,False,False,599.0,2,Tuesday,4,
ORD-2024-00955,ORD-2024-00955-1,2024-10-16,2024-10-19,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1.0,5999.0,Uppsala,Företag,Faktura,KND-70620,Mottagen,,,,2024-10-16,2024-10-19,1,5999.00,False,False,False,False,False,False,5999.0,3,Wednesday,10,
ORD-2024-00957,ORD-2024-00957-1,2024-01-07,2024-01-11,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,2.0,5999.0,Uppsala,Privat,Swish,KND-40286,Levererad,,,,2024-01-07,2024-01-11,2,5999.00,False,False,False,False,False,False,11998.0,4,Sunday,1,
ORD-2024-00958,ORD-2024-00958-1,2024-08-30,2024-09-03,SKU-SD001,Extern SSD 1TB,Lagring,10.0,1199.0,Uppsala,Företag,Invoice,KND-79805,Under Transport,,,,2024-08-30,2024-09-03,10,1199 kr,False,False,False,False,False,False,11990.0,4,Friday,8,
ORD-2024-00958,ORD-2024-00958-2,2024-08-30,2024-09-03,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,10.0,1299.0,Uppsala,Företag,Faktura,KND-79805,Under Transport,,,,2024-08-30,2024-09-03,10,1299.00,False,False,False,False,False,False,12990.0,4,Friday,8,
ORD-2024-00958,ORD-2024-00958-3,2024-08-30,2024-09-03,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2.0,699.0,Uppsala,Företag,Invoice,KND-79805,På Väg,,,,2024-08-30,2024-09-03,2,699.00,False,False,False,False,False,False,1398.0,4,Friday,8,
ORD-2024-00958,ORD-2024-00958-4,2024-08-30,2024-09-03,SKU-LP001,Laptop Pro 15,Datorer,3.0,14999.0,Uppsala,Företag,Faktura,KND-79805,Under Transport,,,,2024-08-30,2024-09-03,3,14999.00,False,False,False,False,False,False,44997.0,4,Friday,8,
ORD-2024-00958,ORD-2024-00958-5,2024-08-30,2024-09-03,SKU-HB001,USB-C Hub 7-port,Tillbehör,3.0,549.0,Uppsala,Företag,Faktura,KND-79805,Under Transport,,,,2024-08-30,2024-09-03,3,549.00,False,False,False,False,False,False,1647.0,4,Friday,8,
ORD-2024-00960,ORD-2024-00960-1,2024-11-22,2024-11-29,SKU-SP001,Bluetooth-högtalare,Ljud,1.0,899.0,Norrland,Privat,Kort,KND-83657,Levererad,Slutade fungera efter två veckor. Dålig kvalitet.,2024-11-30,1.0,2024-11-22,2024-11-29,1,899.00,True,False,False,False,False,False,899.0,7,Friday,11,Negative
ORD-2024-00960,ORD-2024-00960-2,2024-11-22,2024-11-29,SKU-LP003,Laptop Gaming X,Datorer,1.0,18999.0,Norrland,B2C,Kort,KND-83657,Levererad,Medelmåttig upplevelse.,2024-12-05,3.0,2024-11-22,2024-11-29,1,18999.00,True,False,False,False,False,False,18999.0,7,Friday,11,Positive
ORD-2024-00338,ORD-2024-00338-1,2024-10-11,2024-10-14,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,,Firma,Faktura,KND-64318,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-10-24,4.0,2024-10-11,2024-10-14,1,549 kr,True,False,False,False,False,False,549.0,3,Friday,10,Positive
ORD-2024-00338,ORD-2024-00338-1,2024-10-11,2024-10-14,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,,Firma,Faktura,KND-64318,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-10-24,4.0,2024-10-11,2024-10-14,1,549 kr,True,False,False,False,False,False,549.0,3,Friday,10,Positive
ORD-2024-00338,ORD-2024-00338-1,2024-10-11,2024-10-14,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,,Firma,Faktura,KND-64318,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-10-24,4.0,2024-10-11,2024-10-14,1,549 kr,True,False,False,False,False,False,549.0,3,Friday,10,Positive
ORD-2024-00961,ORD-2024-00961-1,2024-05-04,2024-05-07,SKU-SD002,Extern SSD 500GB,Lagring,1.0,699.0,Göteborg,Privat,Kort,KND-53481,Levererad,Genomsnittlig kvalitet. Inget speciellt.,2024-05-20,3.0,2024-05-04,2024-05-07,1,699.00,True,False,False,False,False,False,699.0,3,Saturday,5,Neutral
ORD-2024-00962,ORD-2024-00962-1,2024-04-30,2024-05-03,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1.0,1299.0,Uppsala,Privat,Kort,KND-23608,Levererad,,,,2024-04-30,2024-05-03,1,1299.00,False,False,False,False,False,False,1299.0,3,Tuesday,4,
